;StockCode;recency;Quantity;revenue;recency_norm;quantity_norm;revenue_norm;recency_log;recency_lognorm;quantity_log;quantity_lognorm;revenue_log;revenue_lognorm;cluster;recency_centroid;quantity_centroid;revenue_centroid;recency_min;recency_mean;recency_max;quantity_min;quantity_mean;quantity_max;revenue_min;revenue_mean;revenue_max;count_rfm
10;16169K;73;200;84.0;0.19302949061662197;0.0036700970085942974;0.0006374090959910034;4.290459441148391;0.7242191404059285;5.298317366548036;0.4860457933613798;4.430816798843313;0.41879274003390266;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
11;16259;27;3272;317.92;0.06970509383378017;0.06032606691011029;0.0024213614259050442;3.295836866004329;0.5563292637435913;8.093156697722637;0.7424328321248553;5.761799778803507;0.5239970852162638;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
12;17013D;186;532;257.88;0.4959785522788204;0.00979307292243001;0.0019634762605150002;5.225746673713202;0.8820933552521188;6.2766434893416445;0.575793398803367;5.552494360442419;0.5074530423446886;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
13;17014A;166;154;67.83;0.44235924932975873;0.0028217328759544097;0.0005140912558118394;5.111987788356544;0.862891131505078;5.0369526024136295;0.4620692673528626;4.217004574957988;0.4018924675702286;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
14;17084A;88;200;42.0;0.23324396782841822;0.0036700970085942974;0.0003171030176035645;4.477336814478207;0.7557635874589023;5.298317366548036;0.4860457933613798;3.7376696182833684;0.3640045899645533;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
15;17084J;88;225;47.25;0.23324396782841822;0.004131164471985541;0.0003571412774019944;4.477336814478207;0.7557635874589023;5.41610040220442;0.496850723502327;3.855452653939752;0.3733144664441091;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
16;17084P;30;349;73.29;0.0777479892761394;0.006418059090406108;0.0005557310460022066;3.4011973816621555;0.574113863068929;5.855071922202427;0.5371201611255947;4.294424173937759;0.40801191337650883;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
17;17091A;206;171;98.91;0.5495978552278821;0.0031352587510604553;0.0007511177538185442;5.327876168789581;0.8993325661452324;5.14166355650266;0.4716750186193233;4.594210345751749;0.4317077895637167;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
18;17096;144;2516;443.76000000000005;0.38337801608579086;0.04638338681715909;0.003381059447435409;4.969813299576001;0.8388924228668401;7.830425617820331;0.7183309659403071;6.095283875746979;0.5503565327643597;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
19;17129F;30;427;289.55;0.0777479892761394;0.007856589576186788;0.0022050022962895287;3.4011973816621555;0.574113863068929;6.056784013228625;0.555624396816045;5.668327993671799;0.5166088330027744;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
20;17136A;37;352;29.59;0.09651474530831099;0.006473387186013057;0.000222460197775276;3.6109179126442243;0.6095141796915832;5.863631175598097;0.5379053517473467;3.3874364664121184;0.33632125369464005;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
21;18007;144;5856;383.76;0.38337801608579086;0.1079819999262292;0.002923479335453353;4.969813299576001;0.8388924228668401;8.675222055641148;0.7958291085472321;5.950017357193809;0.5388742905483362;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
22;18094C;64;134;153.1;0.16890080428954424;0.0024528789052414147;0.0011643888582903376;4.1588830833596715;0.7020093705566688;4.897839799950911;0.44930763233518345;5.031091302663638;0.46623999297020446;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
23;18097C;22;381;889.3499999999999;0.05630026809651475;0.0070082254435469;0.006779278149070144;3.091042453358316;0.5217604639400126;5.942799375126701;0.5451679160081854;6.790490858821486;0.6053074949643014;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
24;18098C;124;193;540.5500000000001;0.3297587131367292;0.003540998118844749;0.004119212431414462;4.820281565605037;0.8136518290970332;5.262690188904886;0.48277750295429267;6.292587139738781;0.5659518942401471;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
25;20658;75;327;408.75;0.19839142091152814;0.006012319722621814;0.0031140614520938793;4.31748811353631;0.7287815147044379;5.7899601708972535;0.5311470774783064;6.013103722211463;0.5438608003847102;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
26;20665;50;340;998.2000000000002;0.13136729222520108;0.006252074803585261;0.0076094047355575916;3.912023005428146;0.6603399885493523;5.8289456176102075;0.5347234416456893;6.905953657035509;0.614433973861419;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
27;20681;275;125;406.25;0.7345844504021448;0.002286894618420567;0.003094995614094627;5.616771097666572;0.9480973289704754;4.8283137373023015;0.4429295979628572;6.006968733643947;0.5433758749839614;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
28;20684;141;77;250.25;0.3753351206434316;0.0014016450887093799;0.0019052873229412825;4.948759890378168;0.8353386584924152;4.343805421853684;0.39848280244637085;5.52246041819533;0.5050790816893507;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
29;20702;45;127;539.75;0.11796246648793565;0.0023237800154918666;0.004113111363254701;3.8066624897703196;0.6425553892240146;4.844187086458591;0.4443857535779742;6.291106069394917;0.5658348266006347;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
30;20716;164;314;373.5;0.43699731903485256;0.005772564641658367;0.0028452331363044217;5.099866427824199;0.8608450752666497;5.749392985908253;0.5274256111620552;5.922918004572872;0.5367322874646929;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
31;20731;173;74;92.5;0.46112600536193027;0.0013463169931024308;0.0007022329451884613;5.153291594497779;0.86986311373435;4.30406509320417;0.394837188522062;4.52720864451838;0.42641180140271734;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
32;20754;20;1355;2668.38;0.05093833780160858;0.024971413817269743;0.020346757259394083;2.995732273553991;0.5056723369138433;7.2115567333138015;0.6615584857080359;7.889226825679105;0.6921544341528261;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
33;20773;89;56;92.39999999999999;0.2359249329758713;0.0010143484194607354;0.0007014703116684911;4.48863636973214;0.7576709249609164;4.02535169073515;0.3692691699509577;4.526126978647638;0.4263263037281784;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
34;20774;75;52;85.8;0.19839142091152814;0.0009405776253181365;0.000651136499350465;4.31748811353631;0.7287815147044379;3.9512437185814275;0.36247081008915;4.4520190064939165;0.4204686174913055;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
35;20801;199;832;696.16;0.5308310991957105;0.015325882483124931;0.005305946451839923;5.293304824724492;0.8934970071742344;6.723832440821209;0.6168166697151167;6.54557951897237;0.5859490677533602;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
36;20803;223;875;355.35;0.5951742627345844;0.01611891852015787;0.00270681515242985;5.407171771460119;0.9127174714197723;6.774223886357614;0.6214393731943397;5.873103219272904;0.5327947976945083;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
37;20823;184;160;126.4;0.4906166219839142;0.002932389067168308;0.0009607657084583227;5.214935757608986;0.8802684988526139;5.075173815233827;0.46557552385341083;4.839451481712757;0.45109228471430673;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
38;20826;206;276;128.4;0.5495978552278821;0.005071742097303678;0.0009760183788577245;5.327876168789581;0.8993325661452324;5.62040086571715;0.5155924058143546;4.855150391255861;0.4523331672225179;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
39;20830;69;75;157.50000000000003;0.18230563002680966;0.0013647596916380805;0.0011979447331690219;4.23410650459726;0.71470690148881;4.31748811353631;0.39606856107211585;5.059425458265688;0.4684795980825838;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
40;20854;293;164;252.79999999999995;0.7828418230563002;0.003006159861310907;0.0019247344777005195;5.680172609017068;0.9587993502063183;5.099866427824199;0.46784072233933544;5.532598662272703;0.5058804347836561;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
41;20856;123;140;231.0;0.32707774798927614;0.0025635350964553134;0.0017584803703470397;4.812184355372417;0.8122850396622904;4.941642422609304;0.4533259043654183;5.442417710521793;0.49875229857175635;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
42;20886;34;446;839.6999999999999;0.08847184986595175;0.008207000848364133;0.006400630606404993;3.5263605246161616;0.5952410978194321;6.100318952020064;0.5596181126318287;6.733044685189517;0.6007668004767097;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
43;20897;127;79;212.64999999999998;0.3378016085790885;0.0014385304857806795;0.0016185371194325274;4.844187086458591;0.8176870229966597;4.3694478524670215;0.4008351333221813;5.359647621699643;0.4922099361777003;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
44;20966;207;589;698.25;0.5522788203753352;0.010844306738962044;0.005321885492407297;5.332718793265369;0.9001499894033403;6.3784261836515865;0.5851305235891867;6.548577204825286;0.5861860126143891;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
45;20967;208;256;960.0;0.5549597855227882;0.004702888126590683;0.007318078730929016;5.337538079701318;0.9009634732569667;5.545177444479562;0.5086917192519336;6.866933284461882;0.6113497024566088;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
46;20977;54;1547;1895.68;0.14209115281501342;0.028512411936114493;0.014453888050585178;3.9889840465642745;0.6733308255030361;7.344072850573066;0.6737149680194027;7.547332892199325;0.6651302513232021;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
47;20984;54;3782;1161.1799999999998;0.14209115281501342;0.06973184316329166;0.008852344846404845;3.9889840465642745;0.6733308255030361;8.238008249218403;0.7557209163213399;7.057192008440315;0.6263882452274422;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
48;20998;57;119;348.25000000000006;0.15013404825737264;0.002176238427206669;0.0026526681725119734;4.04305126783455;0.682457241228345;4.77912349311153;0.4384170877432361;5.852920612659915;0.5311995121463369;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
49;21033;93;921;1932.67;0.24664879356568364;0.016967282652797757;0.014735986189622114;4.532599493153256;0.7650917934926741;6.825460036255307;0.6261395663694479;7.566657745544671;0.6666577378294556;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
50;21043;192;441;927.9499999999999;0.5120643431635389;0.008114787355685884;0.0070736546877786;5.2574953720277815;0.8874524584711992;6.089044875446846;0.5585838753233874;6.832977852024314;0.6086657770505265;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
51;21067;67;178;222.5;0.1769436997319035;0.0032643576408100034;0.0016936565211495818;4.204692619390966;0.7097419090556455;5.181783550292085;0.4753554614584316;5.404927101606295;0.4957889436522509;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
52;21069;115;1867;2047.8000000000002;0.30563002680965146;0.034414075467522405;0.015614006161163683;4.74493212836325;0.8009330269692333;7.532088143541722;0.6909627159198953;7.624521325140717;0.6712314251665329;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
53;21071;51;761;925.58;0.13404825737265416;0.0140164508870938;0.007055580273355309;3.9318256327243257;0.6636826239745177;6.634633357861686;0.6086339135597573;6.830420568040142;0.608463642694903;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
54;21078;60;2483;1972.73;0.1581769436997319;0.045774777765482645;0.015041497177722133;4.0943445622221;0.6911154248283737;7.817222785508166;0.7171197925315002;7.587173649217704;0.6682793680412937;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
55;21087;235;126;62.120000000000005;0.6273458445040214;0.002305337316956217;0.0004705448818215472;5.459585514144159;0.9215647839728384;4.836281906951478;0.44366056499839646;4.129067998280487;0.3949417325824591;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
56;21089;115;231;45.730000000000004;0.30563002680965146;0.004241820663199439;0.000345549247898449;4.74493212836325;0.8009330269692333;5.442417710521793;0.4992649648765819;3.822754537669964;0.37072992256740034;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
57;21095;177;95;80.75;0.4718498659517426;0.0017336136623510752;0.0006126235065919754;5.176149732573829;0.8737215119632086;4.553876891600541;0.41775389307985344;4.391357962102766;0.41567381128466263;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
58;21096;20;1143;479.24999999999994;0.05093833780160858;0.021061561727711998;0.003651718083672794;2.995732273553991;0.5056723369138433;7.04141166379481;0.6459500784383964;6.172222381925754;0.556437951748462;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
59;21143;110;295;575.25;0.29222520107238603;0.005422153369481022;0.004383846262844084;4.700480365792417;0.7934296773349664;5.68697535633982;0.5216996751366164;6.354804728915475;0.5708697337818331;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
60;21161;185;130;188.5;0.4932975871313673;0.002379108111098816;0.0014343611243597502;5.220355825078324;0.8811833930865368;4.867534450455582;0.4465275445036106;5.2390980068880655;0.48268138210962563;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
61;21163;43;1171;599.79;0.1126005361930295;0.021577957286710192;0.004570996528644744;3.7612001156935624;0.6348814508203761;7.065613363597717;0.6481702426089436;6.396579593951851;0.5741717274116577;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
62;21171;131;424;566.8;0.3485254691689008;0.007801261480579838;0.0043194037304066105;4.875197323201151;0.8229214756946835;6.049733455231958;0.5549776076907339;6.3400065078165255;0.5697000440231967;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
63;21179;89;1783;1014.91;0.2359249329758713;0.03286488879052783;0.007736840796744593;4.48863636973214;0.7576709249609164;7.48605261786314;0.6867396065715339;6.922555217593736;0.615746204245902;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
64;21187;136;328;522.0;0.36193029490616624;0.006030762421157463;0.00397774391346001;4.912654885736052;0.8292442213383218;5.793013608384144;0.5314271872458272;6.257667587882639;0.5631917623358332;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
65;21188;129;294;838.5000000000001;0.34316353887399464;0.005403710670945373;0.006391479004165353;4.859812404361672;0.8203245387349065;5.683579767338681;0.521388177799668;6.731614581263264;0.6006537613549707;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
66;21195;207;417;607.86;0.5522788203753352;0.007672162590830291;0.0046325410537063315;5.332718793265369;0.9001499894033403;6.0330862217988015;0.5534504591223267;6.409944592293641;0.5752281315280751;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
67;21202;23;448;403.2;0.058981233243967826;0.008243886245435431;0.003071735291735539;3.1354942159291497;0.5292638135742795;6.104793232414985;0.5600285646704327;5.999432716757159;0.5427802086728255;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
68;21244;51;2131;3359.47;0.13404825737265416;0.039282947880933936;0.025617241252555396;3.9318256327243257;0.6636826239745177;7.664346632098617;0.7030955644361584;8.11953850242005;0.7103588661434647;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
69;21246;107;181;869.2500000000001;0.28418230563002683;0.0033196857364169523;0.006625988811556157;4.672828834461906;0.788762165958672;5.198497031265826;0.47688868730311235;6.767630770887971;0.6035005743514408;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
70;21272;131;498;653.8199999999999;0.3485254691689008;0.009166021172217919;0.004983047419484585;4.875197323201151;0.8229214756946835;6.210600077024653;0.5697348484155448;6.48283208421685;0.5809893478435497;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
71;21294;55;1536;722.88;0.1447721179624665;0.028309542252222344;0.005509722128375931;4.007333185232471;0.6764281155755216;7.336936913707618;0.6730603465886363;6.583243233279639;0.5889261053717904;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
72;21316;244;148;153.64000000000001;0.6514745308310992;0.002711076684740511;0.0011685070792981762;5.497168225293202;0.9279086543987989;4.997212273764115;0.4584236534285536;5.034612203477704;0.46651829409814743;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
73;21318;218;678;353.46;0.5817694369973191;0.012485706908634871;0.0026924013789024147;5.384495062789089;0.9088896980341385;6.519147287940395;0.598039697586309;5.867770324761651;0.532373271887319;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
74;21319;244;147;127.85999999999999;0.6514745308310992;0.0026926339862048615;0.000971900157849886;5.497168225293202;0.9279086543987989;4.990432586778736;0.4578017128931762;4.850935915338581;0.4520000441203896;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
75;21320;247;186;280.26;0.6595174262734584;0.003411899229095201;0.002134153642284307;5.5093883366279774;0.929971379533002;5.225746673713202;0.4793884571669885;5.635717743742072;0.514031234309369;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
76;21324;236;69;203.55;0.6300268096514745;0.001254103500424182;0.0015491374691152494;5.4638318050256105;0.9222815475675679;4.23410650459726;0.38841947600137133;5.315911674948988;0.48875293356526206;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
77;21348;318;139;355.65;0.8498659517426274;0.0025450923979196635;0.0027091030529897597;5.762051382780177;0.9726202884917385;4.9344739331306915;0.4526682966921156;5.873947101179524;0.5328615003080908;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
78;21352;25;305;1078.15;0.064343163538874;0.0056065803548375195;0.00821913023477368;3.2188758248682006;0.5433384267899074;5.720311776607412;0.5247578209055148;6.983001888356675;0.6205240658052279;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
79;21359;121;126;739.75;0.32171581769436997;0.002305337316956217;0.005638378403194887;4.795790545596741;0.8095178043611357;4.836281906951478;0.44366056499839646;6.606312291280319;0.5907495435204946;3;0.7566952116518413;0.528982331957899;0.558007900233429;20;119.47921225382932;373;23;626.4113785557987;6625;22.990000000000002;1111.7504814004376;47027.55;457
